synthetic_plant_0	7
-0.2616564 -0.2306112 -0.05824658
0.2644208 -0.1374938 0.3212011
synthetic_plant_70	9
-0.02867413 0.1668662 0.4328961
0.1411523 -0.00750491 -0.2091387
-0.2288135 -0.3978598 0.1970653
-0.2825658 0.2859259 0.1914966
-0.2805429 -0.1114974 -0.07647866
-0.2099908 -0.3019654 -0.09664023
0.09814978 -0.2673049 0.3103786
0.2795407 -0.003025293 0.1148491
-0.09214884 0.1332766 0.1080047
synthetic_plant_71	10
-0.01603007 0.4367459 -0.2426437
0.1549067 0.07071638 -0.2564357
-0.3381199 -0.2853684 -0.162398
0.1857993 0.2691028 -0.0293065
-0.07868326 -0.1497702 -0.3418249
-0.03283429 -0.2916398 -0.08703077
0.02686256 -0.1870826 0.3670915
-0.1648339 0.2012141 0.174092
0.2621477 -0.24405 -0.05482712
-0.1488586 0.008510947 -0.1839809
synthetic_plant_72	9
0.08470225 0.447921 -0.07979289
-0.09387818 -0.1405021 -0.3973732
0.2462641 0.07139271 -0.09362304
-0.4309113 -0.1063373 -0.1342742
-0.002323359 0.4073566 -0.1890912
-0.009690553 -0.2165372 0.2406943
-0.2747633 -0.1694627 0.1983685
-0.4440873 0.07856101 -0.1359305
0.4351869 0.0250175 0.1954338
synthetic_plant_73	12
-0.1519382 0.2938103 -0.2295929
-0.01200342 -0.3301018 0.1834577
-0.1086886 0.1521502 -0.1979221
0.1066727 0.3502752 0.05289429
0.2070706 -0.3469974 -0.1173994
-0.1215593 -0.003143549 0.359385
0.02301145 -0.2315438 0.0909251
0.2068345 0.279453 0.1323347
-0.1312653 -0.4229105 0.1224589
0.2285554 0.1579244 -0.1254415
-0.1861508 0.352749 -0.1764446
0.3252398 0.1400286 -0.2952639
synthetic_plant_74	11
-0.1359823 -0.335209 0.0007106662
0.2301822 -0.2704358 -0.1417708
-0.3349274 -0.1762262 0.05253905
0.3568642 -0.03885621 0.1969349
-0.2081325 0.3502281 -0.03071287
0.1726456 0.01190686 0.4576808
0.1653739 -0.2625854 0.09929317
-0.3054885 0.1852185 0.045591
0.003478765 -0.400519 -0.108941
-0.2863622 0.2112163 0.008887351
-0.0338417 0.3905161 -0.002060741
synthetic_plant_75	10
0.2680929 -0.174096 0.3049624
-0.2408308 0.2262484 0.08968425
0.05158335 -0.1582319 0.07362348
0.3366258 0.06705725 -0.1734497
-0.1883964 -0.1365151 0.4100357
0.2902613 -0.363729 -0.004453778
0.2368506 -0.2539945 -0.05585474
0.1064652 0.1282029 -0.42772
0.06944442 -0.4271284 0.09949553
-0.3944108 0.1483502 -0.006751209
synthetic_plant_76	12
-0.001029223 -0.2122727 0.3743753
-0.1309814 0.3948022 0.1970731
0.1372208 -0.160922 -0.3530029
0.1594357 -0.1764219 -0.2394609
0.1339722 0.4749004 -0.0387964
0.2445679 -0.03795612 -0.1450311
-0.02709836 -0.3325216 0.2528313
-0.2715222 0.2134118 0.0812099
0.01228613 0.2558309 -0.4173408
-0.111763 -0.4149575 -0.1880428
0.07965368 0.1529647 0.3121248
-0.2369516 -0.0846459 0.4211695
synthetic_plant_77	7
0.06679219 0.1923006 0.2078732
-0.03586304 -0.4081333 0.2259619
0.4875197 0.0397951 -0.02629894
0.0216642 0.3877891 0.2489905
-0.08853343 0.1765384 -0.3511726
0.4664373 0.05987811 -0.07341027
0.1140277 -0.1267565 -0.2228405
synthetic_plant_78	13
0.1639712 0.3010336 -0.1777657
-0.1190948 -0.06385198 -0.02579263
-0.1994384 0.370497 0.1618129
-0.2158892 -0.2477019 -0.01126495
-0.0890848 0.1221403 -0.1367779
-0.1211781 -0.1898966 0.346776
0.1846215 0.09650266 0.05005729
-0.2111067 0.1246606 -0.2102843
-0.169037 -0.00462234 -0.4337655
-0.07972017 -0.1833416 0.2499455
0.01359177 0.1281571 -0.221182
-0.2756461 0.02252591 -0.1911694
-0.4739177 -0.01344419 0.04439151
synthetic_plant_79	14
0.4291681 0.13069 0.05619758
-0.1220632 -0.1987781 -0.2529531
-0.1584453 0.07644701 0.3184717
-0.3049263 0.02572554 0.01016426
-0.1512426 -0.2364838 0.2840452
-0.1597444 -0.1378346 -0.06859788
0.1496333 -0.04765645 -0.2219492
0.02022702 -0.1398852 0.05798274
0.1855791 0.1683415 0.4260046
-0.0005967319 0.3815918 -0.2861642
-0.08978248 -0.02803731 0.2905615
-0.3351341 -0.2291212 -0.04246616
0.01109511 0.4234797 -0.004290223
-0.2812947 0.01871431 -0.1519283
synthetic_plant_80	12
0.2904774 0.09331232 -0.06752613
-0.007017165 0.09121376 0.1349834
0.3245701 -0.09682757 0.1840779
-0.3689038 -0.02321756 -0.1481251
0.2097899 0.1446832 -0.0424906
-0.2159177 -0.3210378 0.0589543
0.1170692 0.3866094 0.0982306
0.1312171 -0.4043024 0.01659036
-0.3025893 0.1427246 0.1265346
0.18979 0.05694777 -0.03963676
0.112326 0.4502569 0.01329762
-0.1653952 -0.2091405 -0.4169319
synthetic_plant_81	14
0.2084476 -0.05427849 -0.1257091
-0.1291539 -0.2675155 -0.2484921
0.01806796 0.321964 0.16838
-0.2127033 -0.4355005 -0.006266326
-0.3397983 -0.194185 -0.005757421
0.01000977 0.07547444 -0.1450603
0.1242723 0.08242476 0.2253805
0.4092107 -0.1802496 -0.02928472
0.0358932 0.4068682 -0.1596811
-0.3872721 -0.09600878 -0.2370176
0.2375026 0.003260732 0.1182994
-0.1953287 0.3262694 -0.3035759
0.3826105 -0.2158509 -0.02423796
-0.1435111 -0.04782772 -0.3478662
synthetic_plant_82	6
-0.0862245 0.02581549 0.4689354
-0.02204093 0.2199016 0.2772812
-0.4228627 -0.1982637 0.1293621
0.03373557 -0.01837501 0.4590446
0.1611943 0.3774242 0.1052805
0.06761634 0.1174305 -0.0367966
synthetic_plant_83	13
-0.1052997 -0.2539821 0.2507746
0.1343147 -0.07116997 -0.1769919
0.3705483 -0.313628 -0.1045775
-0.3264755 0.1319867 -0.1203674
-0.02495697 0.02490419 -0.0394347
-0.3686065 0.08540142 -0.2644993
0.07361799 0.09477043 -0.250354
0.1099436 -0.2091525 -0.3568601
0.3384718 0.2082002 0.09889084
-0.2541435 -0.03891978 0.2073792
-0.008898169 -0.2771372 0.07097226
-0.1515851 0.3418817 -0.1491919
0.3012639 0.2908863 0.0666635
synthetic_plant_84	15
-0.2612902 -0.2318085 0.2581895
-0.1220403 -0.1017503 -0.2573301
-0.2065045 -0.05434412 -0.235429
0.0876025 -0.1039948 -0.4305861
-0.1184946 -0.4086833 -0.2273677
-0.2517655 -0.248054 -0.2501035
-0.3376638 -0.1997701 0.2473261
0.2702159 0.2420289 0.1623967
-0.2440355 -0.006976217 -0.1803727
-0.1943911 0.3613338 -0.2747175
0.05898017 -0.4189962 -0.0861125
0.0675773 0.2962989 0.02411425
-0.07726151 -0.196826 0.3303859
-0.09136131 -0.217851 0.03636301
-0.2918218 -0.2731795 0.2120318
synthetic_plant_85	14
-0.3481129 0.002372503 -0.003232896
0.3455813 0.2609863 0.02337992
0.2434873 -0.2261681 0.1927328
-0.09551406 -0.2147974 -0.1775941
-0.02563444 -0.1510542 -0.09083498
-0.3444755 0.1026959 0.2024184
0.4090115 -0.04874957 0.1860334
-0.312439 0.1365873 -0.3263063
-0.18499 0.3425618 -0.08180788
-0.1037294 -0.04909596 -0.2553348
-0.3004939 0.2813459 -0.1692074
-0.389023 0.2820472 0.04692161
-0.2695715 0.2254125 -0.1467543
0.1723855 -0.2273851 0.2945215
synthetic_plant_86	8
0.05783004 -0.1033055 0.07847482
0.3462632 0.2801917 0.1036468
0.07959878 -0.1952484 -0.2364137
0.3020703 0.05288231 -0.1936876
0.3973415 -0.04070345 -0.2544092
-0.1514689 0.1733766 0.189873
0.1119629 -0.4289435 -0.1898595
0.286665 -0.02439868 0.2789811
synthetic_plant_87	5
-0.3932542 0.007263899 -0.1999395
0.2564595 -0.248839 -0.0251697
-0.1677604 0.4325992 0.08606434
0.2622315 0.1152833 -0.3629411
0.04908037 -0.1903351 -0.4080034
synthetic_plant_88	14
0.1637691 0.2479066 0.3346212
-0.358978 0.1723477 -0.2018607
0.1790783 -0.1798316 0.06037116
-0.2000749 -0.3201391 -0.1816435
0.1355332 0.2533108 0.07881337
0.2406961 -0.2672179 -0.2394224
-0.1138033 -0.03535181 -0.08709228
-0.2406408 -0.006289452 0.3330555
0.2839481 0.1755028 0.2020369
-0.2294843 -0.02288431 0.2492983
-0.04952365 -0.1161768 -0.2595031
-0.3364027 0.2114748 -0.05065307
-0.1157388 0.3310759 -0.272692
-0.1906051 -0.2020593 0.4033597
synthetic_plant_89	5
0.1726887 -0.3531689 -0.2059366
0.2183249 -0.283272 0.1040722
-0.0417484 0.0008116961 0.4657307
0.007221341 -0.4417487 -0.05487099
-0.310945 -0.3652967 0.1055444
synthetic_plant_90	13
0.1040304 0.2784957 -0.2831863
-0.03188872 0.1845334 -0.4503795
0.06059015 0.3727798 -0.06006721
-0.0234085 -0.1717564 0.1268275
0.2496283 -0.06922618 -0.2425397
-0.053996 0.240481 0.2300885
-0.419926 -0.1403716 -0.1979877
0.2603603 -0.04742703 -0.1611624
0.2046887 0.1703726 -0.04067248
-0.248295 -0.04221037 0.3104854
0.02864337 -0.1683055 0.3684329
0.29299 -0.1382643 0.3244933
-0.3705722 0.002163529 -0.02410173
synthetic_plant_91	9
-0.1887218 -0.2638203 0.004614353
-0.3673829 0.1301718 0.01616675
-0.3247431 -0.05157751 -0.3391648
0.02574712 0.2913287 -0.189783
0.1810662 -0.1763671 0.05466485
-0.3193009 0.0813483 0.3752961
0.1843717 -0.3070385 -0.3205499
-0.1888943 0.03174615 -0.2703847
-0.0717141 0.4416853 0.1720467
synthetic_plant_92	12
-0.194886 0.3330937 0.2521796
-0.04993197 -0.4689168 0.003061235
-0.03582355 0.2589191 0.2131264
-0.02271831 -0.1353864 -0.2497191
0.3222057 0.08748382 0.0265134
0.02439982 0.2842445 0.2308072
0.2129564 -0.3708292 0.2107548
-0.2569625 0.1398873 -0.01037964
0.2171166 -0.1311303 -0.3788254
0.02311504 0.315429 0.3291737
0.2198971 -0.1153493 -0.353853
-0.4001935 -0.242994 -0.08003816
synthetic_plant_93	11
-0.2637622 0.2157368 -0.0007287562
-0.1184758 0.3617867 0.06694549
0.02847826 -0.2746291 -0.1821822
0.02683246 0.4832072 -0.1216973
0.07670742 -0.2220237 -0.2324001
0.2630317 -0.124709 0.3068101
-0.1196159 -0.2813566 0.1140148
0.2685551 0.1037192 0.3105974
0.2517115 -0.2872955 0.0563975
0.06723976 -0.03953645 -0.2891974
0.3935004 -0.06329992 -0.1235459
synthetic_plant_94	13
0.264332 -0.1841932 -0.2271581
-0.1870478 0.04241699 -0.005106807
0.1462121 -0.04057235 0.3369749
-0.4478913 -0.03207859 0.2104846
0.1754231 0.2712688 -0.1694035
0.3798121 0.08311659 0.1507771
0.1403503 0.04317278 0.3645731
-0.06483075 0.4159376 0.161142
-0.04602811 -0.2069649 0.2999658
0.05161089 -0.4745162 0.0964762
-0.03841594 -0.09373343 0.3696538
0.01783538 0.2573601 -0.02104387
0.06767571 -0.1066824 0.318651
synthetic_plant_95	6
0.3978097 -0.185787 -0.0696272
0.07418919 0.2198976 0.07761955
-0.01826751 0.4017257 0.1554088
0.04542714 0.2546633 0.1853819
0.1654409 0.04420871 -0.3714434
-0.07863462 -0.13914 -0.3173952
synthetic_plant_96	11
0.2913592 -0.1221141 0.1066308
0.154808 -0.2057319 -0.2329178
0.2007533 -0.08852497 0.2944297
-0.211489 0.2382599 -0.0001057088
0.202214 -0.3383792 -0.1453944
0.1330838 -0.3332053 0.04143733
-0.047575 0.4678201 0.09396166
0.146759 -0.2340167 -0.03493118
-0.04558572 -0.3198171 -0.239658
-0.2532697 -0.1119152 0.1842357
0.1812286 -0.1229135 0.3848022
synthetic_plant_97	10
0.1470267 0.06276053 0.02234352
-0.438011 0.0270133 0.1559883
-0.01127282 0.06123734 -0.3530871
-0.1301643 -0.009423226 0.2151104
0.196046 -0.3766444 0.1537827
-0.2774788 0.1596277 0.008592367
0.1099866 0.2878005 -0.1813049
-0.04854202 -0.2927407 0.00540328
-0.2379608 -0.3764499 -0.1689134
0.4913765 0.02063686 -0.07560164
synthetic_plant_98	5
-0.2535743 -0.2931603 0.2812906
0.1727854 -0.08987737 -0.07918912
-0.1283543 -0.1766858 0.3093401
0.07828683 0.1411604 -0.1811943
0.1561015 -0.1794266 0.4035193
synthetic_plant_99	13
-0.0888451 0.03697044 0.3664303
0.05120265 0.06646317 0.3290545
0.1155754 -0.4129816 0.04952163
0.3034132 -0.09989879 -0.259672
-0.03581902 -0.1705694 -0.1030471
-0.320058 -0.07719296 -0.2685574
0.03333181 0.3561654 0.1429212
-0.3770777 0.1043788 0.17826
0.08411676 0.115189 -0.168966
-0.1672079 0.1674951 0.1853122
0.06651902 -0.06032866 0.06505841
-0.1189943 0.318323 -0.3066588
0.1547405 0.266224 -0.02497831
